NAME	DESCRIPTION	RootControl12h	RootControl24h	RootControl6h	RootPA0112h	RootPA0124h	RootPA016h
AT3G12800	SDRB@Uncharacterized protein At3g12790 [Source:UniProtKB/TrEMBL;Acc:Q0WMN4]	112.79	111.95	223.23	113.94	351.96	0.0
AT3G12810	PIE1@Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7X9V2]	16.34	15.98	16.34	16.08	0.0	32.48
AT3G12830	SAUR72@Auxin-responsive protein SAUR72 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTV3]	0.0	134.92	0.0	0.0	0.0	0.0
AT3G12860	NA@NOP56-like pre RNA processing ribonucleoprotein [Source:UniProtKB/TrEMBL;Acc:Q9LTV0]	0.0	0.0	0.0	0.0	66.41	0.0
AT3G12870	NA@At3g12870 [Source:UniProtKB/TrEMBL;Acc:Q9LDH9]	0.0	0.0	0.0	0.0	0.0	143.99
AT3G12920	BRG3@Probable BOI-related E3 ubiquitin-protein ligase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDD1]	0.0	75.77	0.0	0.0	0.0	75.44
AT3G12940	NA@2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A178VI87]	0.0	0.0	0.0	0.0	0.0	51.95
AT3G12950	NA@At3g12950 [Source:UniProtKB/TrEMBL;Acc:Q9LDF8]	50.27	0.0	50.08	0.0	52.42	0.0
AT3G12965	NA@other RNA [Source:TAIR;Acc:AT3G12965]	0.0	538.36	0.0	0.0	0.0	0.0
AT3G12980	HAC5@Histone acetyltransferase HAC5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE42]	0.0	0.0	0.0	19.83	0.0	19.63
AT3G12990	RRP45A@Exosome complex component RRP45A [Source:UniProtKB/Swiss-Prot;Acc:Q9LDM2]	0.0	104.32	0.0	0.0	0.0	0.0
AT3G13000	NA@AT3G13000 protein [Source:UniProtKB/TrEMBL;Acc:Q56W79]	0.0	0.0	44.48	0.0	0.0	47.56
AT3G13030	NA@AT3G13030 protein [Source:UniProtKB/TrEMBL;Acc:Q9LDS0]	0.0	0.0	61.63	0.0	0.0	0.0
AT3G13040	PHL6@Myb family transcription factor PHL6 [Source:UniProtKB/Swiss-Prot;Acc:Q949U2]	63.9	0.0	0.0	0.0	0.0	0.0
AT3G13060	ECT5@ECT5 [Source:UniProtKB/TrEMBL;Acc:A0A384LL64]	0.0	92.55	103.58	0.0	0.0	74.92
AT3G13062	NA@At3g13062 [Source:UniProtKB/TrEMBL;Acc:B9UY99]	0.0	0.0	0.0	0.0	73.69	0.0
AT3G13070	CBSDUFCH1@Putative DUF21 domain-containing protein At3g13070, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LK65]	0.0	0.0	44.42	0.0	46.49	0.0
AT3G13080	ABCC3@MRP3 [Source:UniProtKB/TrEMBL;Acc:A0A178VHA7]	0.0	0.0	28.39	489.75	197.09	119.0
AT3G13090	ABCC6@ABC transporter C family member 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZZ4]	0.0	0.0	24.07	0.0	25.16	0.0
AT3G13100	ABCC7@ABC transporter C family member 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK62]	0.0	0.0	0.0	0.0	23.71	0.0
AT3G13110	SAT3@Serine acetyltransferase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39218]	126.03	62.69	62.69	126.84	65.69	124.86
AT3G13160	NA@Pentatricopeptide repeat-containing protein At3g13160, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LK57]	0.0	0.0	0.0	0.0	0.0	76.78
AT3G13175	NA@At3g13171 [Source:UniProtKB/TrEMBL;Acc:Q9LK55]	193.35	0.0	0.0	0.0	0.0	0.0
AT3G13180	NA@NOL1/NOP2/sun family protein / antitermination NusB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q8VYC4]	0.0	0.0	112.8	0.0	0.0	0.0
AT3G13200	EMB2769@Cwf15 / Cwc15 cell cycle control family protein [Source:UniProtKB/TrEMBL;Acc:Q9LK52]	127.75	0.0	0.0	0.0	0.0	378.15
AT3G13222	GIP1@GBF-interacting protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZS6]	56.45	56.17	0.0	0.0	0.0	0.0
AT3G13224	NA@RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:Q9LHL2]	0.0	53.19	0.0	0.0	0.0	0.0
AT3G13225	NA@WW domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4JC80]	0.0	0.0	0.0	0.0	0.0	32.95
AT3G13226	NA@Regulatory protein RecX family protein [Source:UniProtKB/TrEMBL;Acc:Q0WTL2]	0.0	0.0	0.0	0.0	85.74	81.46
AT3G13230	NA@At3g13230 [Source:UniProtKB/TrEMBL;Acc:Q9LTU6]	0.0	117.4	0.0	0.0	104.98	0.0
AT3G13235	NA@At3g13235 [Source:UniProtKB/TrEMBL;Acc:Q1EBV4]	77.02	153.14	78.61	0.0	0.0	156.68
AT3G13290	VCR@Varicose-related protein [Source:UniProtKB/Swiss-Prot;Acc:Q9LTT9]	23.58	0.0	47.13	23.67	0.0	0.0
AT3G13300	VCS@Enhancer of mRNA-decapping protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTT8]	0.0	0.0	50.11	24.57	52.37	0.0
AT3G13310	NA@At3g13310 [Source:UniProtKB/TrEMBL;Acc:Q9LTT7]	0.0	0.0	118.41	0.0	0.0	0.0
AT3G13320	CAX2@Vacuolar cation/proton exchanger 2 [Source:UniProtKB/Swiss-Prot;Acc:Q39254]	0.0	0.0	51.55	0.0	0.0	51.31
AT3G13330	PA200@PA200 [Source:UniProtKB/TrEMBL;Acc:A0A178VC52]	37.98	37.86	56.95	38.1	39.66	37.74
AT3G13340	NA@AT3g13340/MDC11_13 [Source:UniProtKB/TrEMBL;Acc:Q94AB4]	0.0	53.59	107.25	108.32	62.78	106.76
AT3G13360	WIP3@WPP domain interacting protein 3 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSR4]	0.0	0.0	0.0	0.0	0.0	68.39
AT3G13410	NA@2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:Q93WB8]	72.51	144.19	288.25	0.0	75.55	71.79
AT3G13430	NA@RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LJE9]	0.0	0.0	89.38	0.0	0.0	0.0
AT3G13440	NA@AT3g13440/MRP15_7 [Source:UniProtKB/TrEMBL;Acc:Q8VXU9]	0.0	0.0	57.93	58.55	0.0	0.0
AT3G13445	TBP1@TATA-box-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:P28147]	0.0	0.0	0.0	0.0	197.21	0.0
AT3G13450	DIN4@2-oxoisovalerate dehydrogenase subunit beta 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LDY2]	0.0	0.0	0.0	92.79	0.0	0.0
AT3G13460	ECT2@ECT2 [Source:UniProtKB/TrEMBL;Acc:A0A384L1F9]	163.03	0.0	123.55	289.83	85.05	163.89
AT3G13470	CPN60B2@Chaperonin 60 subunit beta 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LJE4]	0.0	99.79	49.94	0.0	0.0	0.0
AT3G13490	OVA5@Lysine--tRNA ligase, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LJE2]	0.0	0.0	0.0	0.0	56.71	0.0
AT3G13510	NA@AT3g13510/MRP15_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJE0]	0.0	0.0	0.0	59.06	0.0	0.0
AT3G13520	AGP12@Arabinogalactan protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJD9]	343.93	340.51	169.12	872.45	713.73	507.62
AT3G13530	M3KE1@MAP3K epsilon protein kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJD8]	0.0	13.81	0.0	0.0	14.47	27.53
AT3G13550	COP10@Ubiquitin-conjugating enzyme COP10 [Source:UniProtKB/TrEMBL;Acc:Q0WNL1]	0.0	177.5	0.0	0.0	0.0	134.01
AT3G13560	NA@Glucan endo-1,3-beta-glucosidase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q94CD8]	0.0	54.2	0.0	0.0	0.0	0.0
AT3G13570	SCL30A@Serine/arginine-rich SC35-like splicing factor SCL30A [Source:UniProtKB/Swiss-Prot;Acc:Q9LHP2]	0.0	196.54	98.06	0.0	0.0	97.8
AT3G13580	RPL7D@Ribosomal protein L30/L7 family protein [Source:UniProtKB/TrEMBL;Acc:A0A178VHA2]	245.97	0.0	243.16	124.33	255.75	242.77
AT3G13600	IQM2@Calmodulin-binding family protein [Source:UniProtKB/TrEMBL;Acc:A0A178VF87]	0.0	50.66	0.0	0.0	0.0	0.0
AT3G13610	F6'H1@Feruloyl CoA ortho-hydroxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHN8]	0.0	0.0	334.21	848.48	350.64	832.8
AT3G13620	NA@PUT4 [Source:UniProtKB/TrEMBL;Acc:A0A178VLM5]	0.0	0.0	71.35	0.0	0.0	0.0
AT3G13650	DIR7@Dirigent protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LID5]	0.0	0.0	0.0	234.49	0.0	0.0
AT3G13670	NA@Casein kinase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LID3]	43.03	0.0	171.61	108.9	89.78	0.0
AT3G13672	NA@E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:F4JDF6]	0.0	0.0	0.0	35.48	0.0	0.0
AT3G13682	LDL2@Lysine-specific histone demethylase 1 homolog 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LID0]	41.19	0.0	0.0	0.0	0.0	0.0
AT3G13690	NA@Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LIC9]	0.0	0.0	0.0	0.0	0.0	71.31
AT3G13700	NA@RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:B3H4P0]	0.0	0.0	59.54	60.2	0.0	59.29
AT3G13720	PRA1F3@PRA1 family protein F3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIC6]	0.0	0.0	65.8	66.6	0.0	0.0
AT3G13730	CYP90D1@CYP90D1 [Source:UniProtKB/TrEMBL;Acc:A0A178VDZ8]	0.0	0.0	0.0	60.17	0.0	0.0
AT3G13740	NA@Ribonuclease III family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LL75]	0.0	0.0	0.0	83.61	0.0	90.22
AT3G13750	BGAL1@Beta-galactosidase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCW1]	98.45	32.69	131.02	65.91	0.0	32.58
AT3G13772	TMN7@Transmembrane 9 superfamily member [Source:UniProtKB/TrEMBL;Acc:A0A178V8P8]	49.26	0.0	49.08	0.0	51.38	0.0
AT3G13782	NA@NFA4 [Source:UniProtKB/TrEMBL;Acc:A0A178VHH5]	108.84	0.0	0.0	0.0	0.0	0.0
AT3G13790	CWINV1@Beta-fructofuranosidase, insoluble isoenzyme CWINV1 [Source:UniProtKB/Swiss-Prot;Acc:Q43866]	133.94	237.71	335.45	134.85	69.8	199.0
AT3G13810	AtIDD11@indeterminate(ID)-domain 11 [Source:TAIR;Acc:AT3G13810]	0.0	0.0	64.21	0.0	0.0	0.0
AT3G13860	HSP60-3A@Chaperonin CPN60-like 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q93ZM7]	56.36	56.08	56.11	0.0	58.76	0.0
AT3G13870	RHD3@Protein ROOT HAIR DEFECTIVE 3 [Source:UniProtKB/Swiss-Prot;Acc:P93042]	189.59	0.0	39.66	0.0	41.49	118.35
AT3G13880	PCMP-E89@Pentatricopeptide repeat-containing protein At3g13880 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRV9]	0.0	0.0	0.0	48.87	0.0	0.0
AT3G13910	NA@Protein of unknown function (DUF3511) [Source:TAIR;Acc:AT3G13910]	0.0	0.0	0.0	0.0	0.0	473.09
AT3G13920	EIF4A1@Eukaryotic translation initiation factor 4A1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSZ7]	70.71	440.71	492.07	594.64	521.67	184.53
AT3G13930	NA@Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8RWN9]	209.38	156.29	104.27	105.28	109.18	103.79
AT3G13940	NA@DNA binding / DNA-directed RNA polymerase [Source:UniProtKB/TrEMBL;Acc:Q9LVK6]	0.0	0.0	69.93	70.84	0.0	0.0
AT3G13950	NA@AT3G13950 protein [Source:UniProtKB/TrEMBL;Acc:B9DG91]	0.0	0.0	0.0	0.0	110.05	0.0
AT3G13970	ATG12B@Ubiquitin-like protein ATG12 [Source:UniProtKB/TrEMBL;Acc:A0A178VDM5]	0.0	0.0	0.0	0.0	0.0	283.59
AT3G13990	NA@AT3g13990/MDC16_11 [Source:UniProtKB/TrEMBL;Acc:Q8L7T4]	37.2	39.62	0.0	0.0	0.0	36.92
AT3G14010	CID4@CTC-interacting domain 4 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLC0]	0.0	56.25	0.0	0.0	0.0	50.42
AT3G14050	RSH2@Probable GTP diphosphokinase RSH2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LVJ3]	0.0	81.08	81.2	0.0	0.0	80.78
AT3G14060	NA@At3g14060 [Source:UniProtKB/TrEMBL;Acc:Q9LVJ2]	0.0	141.05	0.0	0.0	0.0	0.0
AT3G14067	SBT1.4@Subtilisin-like protease SBT1.4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVJ1]	159.45	198.47	39.76	0.0	41.59	39.55
AT3G14070	CCX3@Cation/calcium exchanger 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJI2]	0.0	0.0	0.0	0.0	0.0	48.11
AT3G14080	LSM1B@Sm-like protein LSM1B [Source:UniProtKB/Swiss-Prot;Acc:Q8LFL8]	152.45	0.0	261.7	0.0	0.0	0.0
AT3G14090	ATEXO70D3@Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL;Acc:Q9LJH9]	0.0	0.0	46.39	46.79	48.55	0.0
AT3G14100	UBP1C@Oligouridylate-binding protein 1C [Source:UniProtKB/Swiss-Prot;Acc:Q9LJH8]	76.11	75.66	75.61	0.0	0.0	0.0
AT3G14110	FLU@Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JFR1]	0.0	0.0	114.31	0.0	0.0	0.0
AT3G14120	NUP107@Nuclear pore complex protein NUP107 [Source:UniProtKB/Swiss-Prot;Acc:Q8L748]	0.0	0.0	30.94	0.0	0.0	0.0
AT3G14150	GLO3@HAOX2 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC7]	128.66	0.0	0.0	0.0	0.0	0.0
AT3G14172	NA@GPI-anchored adhesin-like protein [Source:UniProtKB/TrEMBL;Acc:F4JFS3]	0.0	0.0	50.66	0.0	0.0	0.0
AT3G14180	ASIL2@ASIL2 [Source:UniProtKB/TrEMBL;Acc:A0A178V8Z7]	0.0	0.0	49.33	0.0	0.0	0.0
AT3G14200	NA@Chaperone DnaJ-domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LJG5]	0.0	93.21	0.0	0.0	0.0	92.77
AT3G14205	SAC2@Phosphoinositide phosphatase SAC2 [Source:UniProtKB/Swiss-Prot;Acc:Q94A27]	0.0	70.22	35.18	0.0	110.37	0.0
AT3G14220	NA@GDSL esterase/lipase At3g14220 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJP2]	0.0	0.0	86.26	0.0	0.0	0.0
AT3G14230	RAP2-2@Ethylene-responsive transcription factor RAP2-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUM4]	74.95	74.52	74.47	75.5	0.0	65.61
AT3G14240	SBT1.5@Subtilisin-like protease SBT1.5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUM3]	38.87	0.0	0.0	0.0	40.55	38.56
AT3G14260	NA@Protein LURP-one-related 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUM1]	0.0	0.0	132.19	0.0	0.0	0.0
AT3G14270	FAB1B@1-phosphatidylinositol-3-phosphate 5-kinase FAB1B [Source:UniProtKB/Swiss-Prot;Acc:Q9LUM0]	0.0	0.0	18.89	18.95	0.0	0.0
AT3G14290	PAE2@Proteasome subunit alpha type-5-B [Source:UniProtKB/Swiss-Prot;Acc:Q42134]	0.0	215.68	0.0	109.69	113.01	107.31
AT3G14310	PME3@Pectinesterase/pectinesterase inhibitor 3 [Source:UniProtKB/Swiss-Prot;Acc:O49006]	101.42	151.42	202.07	305.95	211.55	201.12
AT3G14350	SRF7@Protein STRUBBELIG-RECEPTOR FAMILY 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUL4]	0.0	41.12	126.22	45.22	0.0	125.58
AT3G14360	NA@Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JFU8]	0.0	64.51	0.0	0.0	0.0	0.0
AT3G14390	LYSA1@Diaminopimelate decarboxylase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q949X7]	0.0	58.28	0.0	58.93	0.0	0.0
AT3G14400	UBP25@Ubiquitin carboxyl-terminal hydrolase 25 [Source:UniProtKB/Swiss-Prot;Acc:Q9FPS2]	84.33	41.98	0.0	0.0	43.99	0.0
AT3G14410	NA@Probable sugar phosphate/phosphate translocator At3g14410 [Source:UniProtKB/Swiss-Prot;Acc:Q94EI9]	0.0	0.0	90.41	0.0	0.0	0.0
AT3G14415	NA@GOX2 [Source:UniProtKB/TrEMBL;Acc:A0A384L6X3]	0.0	0.0	0.0	0.0	0.0	72.13
AT3G14470	RPPL1@Putative disease resistance RPP13-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRR4]	0.0	0.0	0.0	32.41	0.0	0.0
AT3G14510	NA@Polyprenyl synthetase family protein [Source:TAIR;Acc:AT3G14510]	0.0	0.0	86.61	0.0	0.0	0.0
AT3G14550	GGPS3@Geranylgeranyl pyrophosphate synthase 3 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ60]	0.0	0.0	94.33	0.0	0.0	0.0
AT3G14560	NA@AT3g14560/MIE1_6 [Source:UniProtKB/TrEMBL;Acc:Q9LUD8]	0.0	110.7	220.75	0.0	0.0	0.0
AT3G14590	NTMC2TYPE6.2@Calcium-dependent lipid-binding (CaLB domain) family protein [Source:UniProtKB/TrEMBL;Acc:B3H4I1]	0.0	0.0	50.17	0.0	0.0	49.93
AT3G14595	NA@At3g14595 [Source:UniProtKB/TrEMBL;Acc:Q1H563]	0.0	131.17	0.0	0.0	0.0	0.0
AT3G14600	RPL18AC@60S ribosomal protein L18a-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUD4]	126.56	376.66	250.13	127.98	131.57	374.66
AT3G14610	CYP72A7@Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:Q9LUD3]	61.42	0.0	0.0	0.0	64.02	0.0
AT3G14620	CYP72A8@AT3g14620/MIE1_12 [Source:UniProtKB/TrEMBL;Acc:Q9LUD2]	0.0	0.0	0.0	0.0	60.26	0.0
AT3G14650	CYP72A11@Cytochrome P450 72A11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUC9]	55.35	55.08	0.0	0.0	0.0	54.87
AT3G14660	CYP72A13@Cytochrome P450 72A13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUC8]	145.68	145.01	48.39	235.97	151.95	48.16
AT3G14680	CYP72A14@Cytochrome P450 72A14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUC6]	0.0	63.98	127.96	64.74	0.0	63.72
AT3G14690	CYP72A15@Cytochrome P450, family 72, subfamily A, polypeptide 15 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLM3]	111.67	166.69	111.19	224.67	0.0	276.73
AT3G14720	MPK19@Mitogen-activated protein kinase 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUC3]	0.0	48.97	49.02	98.93	0.0	0.0
AT3G14770	SWEET2@Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL;Acc:A0A178VM79]	0.0	72.68	0.0	0.0	76.15	0.0
AT3G14790	RHM3@Rhamnose biosynthesis 3 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LN83]	49.06	0.0	0.0	0.0	0.0	0.0
AT3G14810	MSL5@Mechanosensitive ion channel protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LH74]	0.0	35.5	0.0	0.0	0.0	0.0
AT3G14830	NA@AT3G14830 protein [Source:UniProtKB/TrEMBL;Acc:Q8L634]	0.0	0.0	55.26	0.0	0.0	0.0
AT3G14840	LRR-RLK@Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840 [Source:UniProtKB/Swiss-Prot;Acc:C0LGN2]	32.32	64.39	0.0	0.0	67.47	32.08
AT3G14860	NA@NHL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IXC9]	0.0	0.0	0.0	64.89	67.2	0.0
AT3G14890	ZDP@Polynucleotide 3'-phosphatase ZDP [Source:UniProtKB/Swiss-Prot;Acc:Q84JE8]	0.0	51.77	0.0	0.0	0.0	0.0
AT3G14920	NA@Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein [Source:UniProtKB/TrEMBL;Acc:Q9LKB2]	0.0	0.0	45.98	0.0	48.12	45.75
AT3G14930	HEME1@Uroporphyrinogen decarboxylase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93ZB6]	74.14	0.0	0.0	0.0	0.0	0.0
AT3G14940	PPC3@Phosphoenolpyruvate carboxylase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q84VW9]	166.85	325.21	258.08	259.63	371.14	563.1
AT3G14990	DJ1A@Protein DJ-1 homolog A [Source:UniProtKB/Swiss-Prot;Acc:Q9FPF0]	2424.03	764.71	873.44	3171.93	1937.61	1891.38
AT3G15000	MORF8@Multiple organellar RNA editing factor 8, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LKA5]	221.95	147.12	73.52	74.52	154.17	0.0
AT3G15010	UBA2C@UBP1-associated protein 2C [Source:UniProtKB/Swiss-Prot;Acc:Q9LKA4]	0.0	42.11	42.17	42.5	0.0	0.0
AT3G15020	mMDH2@Malate dehydrogenase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LKA3]	88.63	0.0	69.58	0.0	92.28	0.0
AT3G15040	NA@At3g15040 [Source:UniProtKB/TrEMBL;Acc:Q9LKA1]	0.0	0.0	0.0	70.93	146.8	0.0
AT3G15060	RABA1G@Ras-related protein RABA1g [Source:UniProtKB/Swiss-Prot;Acc:Q9LK99]	0.0	0.0	0.0	97.44	0.0	0.0
AT3G15070	NA@AT3g15070/K15M2_22 [Source:UniProtKB/TrEMBL;Acc:Q94F54]	128.72	0.0	64.02	64.78	67.08	0.0
AT3G15080	NA@At3g15080 [Source:UniProtKB/TrEMBL;Acc:Q8LAA0]	0.0	0.0	0.0	110.7	0.0	0.0
AT3G15095	NA@HCF243 [Source:UniProtKB/TrEMBL;Acc:A0A384K8R0]	0.0	61.06	0.0	0.0	0.0	0.0
AT3G15120	NA@P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LIM2]	0.0	0.0	18.0	0.0	0.0	0.0
AT3G15150	MMS21@E3 SUMO-protein ligase MMS21 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYH7]	107.12	0.0	106.08	0.0	0.0	105.84
AT3G15160	NA@AP-5 complex subunit zeta-1 [Source:UniProtKB/TrEMBL;Acc:Q8H1F1]	0.0	0.0	0.0	0.0	68.54	0.0
AT3G15180	NA@ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IXH9]	0.0	62.69	0.0	190.27	65.69	0.0
AT3G15190	RPS20@PRPS20 [Source:UniProtKB/TrEMBL;Acc:A0A178VMN1]	131.14	130.07	0.0	0.0	0.0	0.0
AT3G15210	ERF4@Ethylene-responsive transcription factor 4 [Source:UniProtKB/Swiss-Prot;Acc:O80340]	200.99	199.61	199.17	0.0	104.59	198.66
AT3G15220	NA@MAP kinase [Source:UniProtKB/TrEMBL;Acc:Q9LDN6]	0.0	0.0	0.0	90.1	0.0	0.0
AT3G15240	NA@Serine/threonine-protein kinase WNK (With No Lysine)-like protein [Source:UniProtKB/TrEMBL;Acc:F4IXI5]	0.0	78.17	0.0	0.0	245.74	0.0
AT3G15250	NA@TPRXL [Source:UniProtKB/TrEMBL;Acc:Q5BPR0]	0.0	142.53	0.0	0.0	0.0	0.0
AT3G15260	NA@Probable protein phosphatase 2C 39 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDA7]	0.0	0.0	0.0	0.0	0.0	162.07
AT3G15300	VQ19@VQ motif-containing protein 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDZ1]	0.0	0.0	0.0	0.0	0.0	116.8
AT3G15352	ATCOX17@Cytochrome c oxidase 17 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSX1]	0.0	0.0	0.0	0.0	266.73	0.0
AT3G15353	MT3@Metallothionein-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:O22433]	540.32	532.7	0.0	276.17	558.35	528.41
AT3G15355	UBC25@Probable ubiquitin-conjugating enzyme E2 25 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUQ5]	0.0	0.0	50.9	0.0	0.0	50.66
AT3G15356	LEC@Lectin-like protein LEC [Source:UniProtKB/Swiss-Prot;Acc:Q9LJR2]	115.17	0.0	0.0	232.74	0.0	0.0
AT3G15357	NA@At3g15357 [Source:UniProtKB/TrEMBL;Acc:Q8LDR8]	0.0	0.0	0.0	0.0	212.43	0.0
AT3G15358	NA@Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9LJR0]	0.0	0.0	0.0	124.76	0.0	0.0
AT3G15380	CHER1@Choline transporter protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94AN2]	49.51	0.0	0.0	0.0	0.0	0.0
AT3G15400	ATA20@ATA20 protein [Source:UniProtKB/TrEMBL;Acc:Q9LD84]	0.0	0.0	81.67	0.0	0.0	0.0
AT3G15410	NA@Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:F4IYR7]	0.0	0.0	110.34	0.0	0.0	0.0
AT3G15430	NA@MJK13.9 protein [Source:UniProtKB/TrEMBL;Acc:Q9LDU3]	118.87	55.73	55.77	56.96	61.96	0.0
AT3G15450	NA@AT3g15450/MJK13_11 [Source:UniProtKB/TrEMBL;Acc:Q9LE80]	771.98	152.98	693.79	0.0	0.0	0.0
AT3G15460	BRIX1-1@Ribosome biogenesis protein BRX1 homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE16]	0.0	0.0	0.0	105.76	109.0	0.0
AT3G15470	NA@AT3g15470/MJK13_13 [Source:UniProtKB/TrEMBL;Acc:Q9LDG7]	33.49	0.0	33.43	33.64	69.91	0.0
AT3G15480	NA@AT3g15480/MJK13_14 [Source:UniProtKB/TrEMBL;Acc:Q9LDK1]	0.0	113.95	0.0	0.0	0.0	0.0
AT3G15518	NA@Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8GYA5]	0.0	0.0	0.0	0.0	0.0	457.98
